Cervus 3.0.7 - (c) Copyright Tristan Marshall 1998-2014
Distributed by Field Genetics Ltd - www.fieldgenetics.com
Licensed for non-commercial use only

Allele frequency analysis completed 11/17/2016 2:47:13 PM


**** Summary statistics ****


Locus       k    N        HObs   HExp   PIC    NE-1P  NE-2P  NE-PP  NE-I   NE-SI
Observed heterozygosity:                                       0.6670
Expected heterozygosity:                                       0.4484
Polymorphic information content (PIC):                         0.3478
Average non-exclusion probability (first parent):              0.8995
Average non-exclusion probability (second parent):             0.8261
Average non-exclusion probability (parent pair):               0.7354
Average non-exclusion probability (identity):                  0.4049
Average non-exclusion probability (sib identity):              0.6271


**** Locus dDocent_Contig_63834_100 ****

Allele  Count    Hets     Homs     Freq  
     1     2350     1186      582  0.6609
     2     1206     1186       10  0.3391

Number of individuals typed:                                1778
  Heterozygotes:                                            1186
  Homozygotes:                                               592
Number of alleles:                                             2
Observed heterozygosity:                                       0.6670
Expected heterozygosity:                                       0.4484
Polymorphic information content (PIC):                         0.3478
Average non-exclusion probability (first parent):              0.8995
Average non-exclusion probability (second parent):             0.8261
Average non-exclusion probability (parent pair):               0.7354
Average non-exclusion probability (identity):                  0.4049
Average non-exclusion probability (sib identity):              0.6271


**** Locus dDocent_Contig_63834_123 ****

Allele  Count    Hets     Homs     Freq  
     1     2160     1368      396  0.6074
     2     1396     1368       14  0.3926

Number of individuals typed:                                1778
  Heterozygotes:                                            1368
  Homozygotes:                                               410
Number of alleles:                                             2
Observed heterozygosity:                                       0.7694
Expected heterozygosity:                                       0.4771
Polymorphic information content (PIC):                         0.3632
Average non-exclusion probability (first parent):              0.8863
Average non-exclusion probability (second parent):             0.8184
Average non-exclusion probability (parent pair):               0.7260
Average non-exclusion probability (identity):                  0.3873
Average non-exclusion probability (sib identity):              0.6084


**** Locus dDocent_Contig_63864_35 ****

Allele  Count    Hets     Homs     Freq  
     1     1986     1598      194  0.5523
     2     1610     1598        6  0.4477

Number of individuals typed:                                1798
  Heterozygotes:                                            1598
  Homozygotes:                                               200
Number of alleles:                                             2
Observed heterozygosity:                                       0.8888
Expected heterozygosity:                                       0.4947
Polymorphic information content (PIC):                         0.3723
Average non-exclusion probability (first parent):              0.8777
Average non-exclusion probability (second parent):             0.8139
Average non-exclusion probability (parent pair):               0.7205
Average non-exclusion probability (identity):                  0.3778
Average non-exclusion probability (sib identity):              0.5972


**** Locus dDocent_Contig_63942_66 ****

Allele  Count    Hets     Homs     Freq  
     1      755      593       81  0.2124
     2     2799      593     1103  0.7876

Number of individuals typed:                                1777
  Heterozygotes:                                             593
  Homozygotes:                                              1184
Number of alleles:                                             2
Observed heterozygosity:                                       0.3337
Expected heterozygosity:                                       0.3347
Polymorphic information content (PIC):                         0.2786
Average non-exclusion probability (first parent):              0.9440
Average non-exclusion probability (second parent):             0.8607
Average non-exclusion probability (parent pair):               0.7772
Average non-exclusion probability (identity):                  0.4987
Average non-exclusion probability (sib identity):              0.7074


**** Locus dDocent_Contig_63974_30 ****

Allele  Count    Hets     Homs     Freq  
     1     2863      581     1141  0.7966
     2      731      581       75  0.2034

Number of individuals typed:                                1797
  Heterozygotes:                                             581
  Homozygotes:                                              1216
Number of alleles:                                             2
Observed heterozygosity:                                       0.3233
Expected heterozygosity:                                       0.3241
Polymorphic information content (PIC):                         0.2715
Average non-exclusion probability (first parent):              0.9475
Average non-exclusion probability (second parent):             0.8642
Average non-exclusion probability (parent pair):               0.7817
Average non-exclusion probability (identity):                  0.5094
Average non-exclusion probability (sib identity):              0.7153


**** Locus dDocent_Contig_64052_33 ****

Allele  Count    Hets     Homs     Freq  
     1      855      707       74  0.2437
     2     2653      707      973  0.7563

Number of individuals typed:                                1754
  Heterozygotes:                                             707
  Homozygotes:                                              1047
Number of alleles:                                             2
Observed heterozygosity:                                       0.4031
Expected heterozygosity:                                       0.3688
Polymorphic information content (PIC):                         0.3007
Average non-exclusion probability (first parent):              0.9320
Average non-exclusion probability (second parent):             0.8497
Average non-exclusion probability (parent pair):               0.7637
Average non-exclusion probability (identity):                  0.4666
Average non-exclusion probability (sib identity):              0.6823


**** Locus dDocent_Contig_64323_77 ****

Allele  Count    Hets     Homs     Freq  
     1     1818     1800        9  0.5025
     2     1800     1800        0  0.4975

Number of individuals typed:                                1809
  Heterozygotes:                                            1800
  Homozygotes:                                                 9
Number of alleles:                                             2
Observed heterozygosity:                                       0.9950
Expected heterozygosity:                                       0.5001
Polymorphic information content (PIC):                         0.3750
Average non-exclusion probability (first parent):              0.8750
Average non-exclusion probability (second parent):             0.8125
Average non-exclusion probability (parent pair):               0.7188
Average non-exclusion probability (identity):                  0.3750
Average non-exclusion probability (sib identity):              0.5938


**** Locus dDocent_Contig_64323_132 ****

Allele  Count    Hets     Homs     Freq  
     1     1820     1798       11  0.5030
     2     1798     1798        0  0.4970

Number of individuals typed:                                1809
  Heterozygotes:                                            1798
  Homozygotes:                                                11
Number of alleles:                                             2
Observed heterozygosity:                                       0.9939
Expected heterozygosity:                                       0.5001
Polymorphic information content (PIC):                         0.3750
Average non-exclusion probability (first parent):              0.8750
Average non-exclusion probability (second parent):             0.8125
Average non-exclusion probability (parent pair):               0.7188
Average non-exclusion probability (identity):                  0.3750
Average non-exclusion probability (sib identity):              0.5938


**** Locus dDocent_Contig_64323_146 ****

Allele  Count    Hets     Homs     Freq  
     1      962      954        4  0.2719
     2     2576      954      811  0.7281

Number of individuals typed:                                1769
  Heterozygotes:                                             954
  Homozygotes:                                               815
Number of alleles:                                             2
Observed heterozygosity:                                       0.5393
Expected heterozygosity:                                       0.3961
Polymorphic information content (PIC):                         0.3176
Average non-exclusion probability (first parent):              0.9216
Average non-exclusion probability (second parent):             0.8412
Average non-exclusion probability (parent pair):               0.7535
Average non-exclusion probability (identity):                  0.4433
Average non-exclusion probability (sib identity):              0.6628


**** Locus dDocent_Contig_64949_113 ****

Allele  Count    Hets     Homs     Freq  
     1     1922      644      639  0.5473
     2     1590      644      473  0.4527

Number of individuals typed:                                1756
  Heterozygotes:                                             644
  Homozygotes:                                              1112
Number of alleles:                                             2
Observed heterozygosity:                                       0.3667
Expected heterozygosity:                                       0.4957
Polymorphic information content (PIC):                         0.3728
Average non-exclusion probability (first parent):              0.8772
Average non-exclusion probability (second parent):             0.8136
Average non-exclusion probability (parent pair):               0.7201
Average non-exclusion probability (identity):                  0.3773
Average non-exclusion probability (sib identity):              0.5966


**** Locus dDocent_Contig_65686_117 ****

Allele  Count    Hets     Homs     Freq  
     1     1897      987      455  0.5243
     2     1721      987      367  0.4757

Number of individuals typed:                                1809
  Heterozygotes:                                             987
  Homozygotes:                                               822
Number of alleles:                                             2
Observed heterozygosity:                                       0.5456
Expected heterozygosity:                                       0.4990
Polymorphic information content (PIC):                         0.3744
Average non-exclusion probability (first parent):              0.8756
Average non-exclusion probability (second parent):             0.8128
Average non-exclusion probability (parent pair):               0.7191
Average non-exclusion probability (identity):                  0.3756
Average non-exclusion probability (sib identity):              0.5945


**** Locus dDocent_Contig_65723_68 ****

Allele  Count    Hets     Homs     Freq  
     1      837      637      100  0.2393
     2     2661      637     1012  0.7607

Number of individuals typed:                                1749
  Heterozygotes:                                             637
  Homozygotes:                                              1112
Number of alleles:                                             2
Observed heterozygosity:                                       0.3642
Expected heterozygosity:                                       0.3642
Polymorphic information content (PIC):                         0.2978
Average non-exclusion probability (first parent):              0.9337
Average non-exclusion probability (second parent):             0.8511
Average non-exclusion probability (parent pair):               0.7654
Average non-exclusion probability (identity):                  0.4707
Average non-exclusion probability (sib identity):              0.6856


**** Locus dDocent_Contig_65930_69 ****

Allele  Count    Hets     Homs     Freq  
     1     2637      711      963  0.7370
     2      941      711      115  0.2630

Number of individuals typed:                                1789
  Heterozygotes:                                             711
  Homozygotes:                                              1078
Number of alleles:                                             2
Observed heterozygosity:                                       0.3974
Expected heterozygosity:                                       0.3878
Polymorphic information content (PIC):                         0.3125
Average non-exclusion probability (first parent):              0.9249
Average non-exclusion probability (second parent):             0.8437
Average non-exclusion probability (parent pair):               0.7565
Average non-exclusion probability (identity):                  0.4501
Average non-exclusion probability (sib identity):              0.6687


**** Locus dDocent_Contig_66636_62 ****

Allele  Count    Hets     Homs     Freq  
     1      713      577       68  0.2003
     2     2847      577     1135  0.7997

Number of individuals typed:                                1780
  Heterozygotes:                                             577
  Homozygotes:                                              1203
Number of alleles:                                             2
Observed heterozygosity:                                       0.3242
Expected heterozygosity:                                       0.3204
Polymorphic information content (PIC):                         0.2690
Average non-exclusion probability (first parent):              0.9487
Average non-exclusion probability (second parent):             0.8655
Average non-exclusion probability (parent pair):               0.7833
Average non-exclusion probability (identity):                  0.5132
Average non-exclusion probability (sib identity):              0.7181


**** Locus dDocent_Contig_66895_27 ****

Allele  Count    Hets     Homs     Freq  
     1      821      623       99  0.2371
     2     2641      623     1009  0.7629

Number of individuals typed:                                1731
  Heterozygotes:                                             623
  Homozygotes:                                              1108
Number of alleles:                                             2
Observed heterozygosity:                                       0.3599
Expected heterozygosity:                                       0.3619
Polymorphic information content (PIC):                         0.2964
Average non-exclusion probability (first parent):              0.9345
Average non-exclusion probability (second parent):             0.8518
Average non-exclusion probability (parent pair):               0.7663
Average non-exclusion probability (identity):                  0.4727
Average non-exclusion probability (sib identity):              0.6873


**** Locus dDocent_Contig_66895_33 ****

Allele  Count    Hets     Homs     Freq  
     1      780      606       87  0.2253
     2     2682      606     1038  0.7747

Number of individuals typed:                                1731
  Heterozygotes:                                             606
  Homozygotes:                                              1125
Number of alleles:                                             2
Observed heterozygosity:                                       0.3501
Expected heterozygosity:                                       0.3492
Polymorphic information content (PIC):                         0.2882
Average non-exclusion probability (first parent):              0.9391
Average non-exclusion probability (second parent):             0.8559
Average non-exclusion probability (parent pair):               0.7713
Average non-exclusion probability (identity):                  0.4846
Average non-exclusion probability (sib identity):              0.6966


**** Locus dDocent_Contig_66947_41 ****

Allele  Count    Hets     Homs     Freq  
     1     2382     1202      590  0.6631
     2     1210     1202        4  0.3369

Number of individuals typed:                                1796
  Heterozygotes:                                            1202
  Homozygotes:                                               594
Number of alleles:                                             2
Observed heterozygosity:                                       0.6693
Expected heterozygosity:                                       0.4469
Polymorphic information content (PIC):                         0.3470
Average non-exclusion probability (first parent):              0.9002
Average non-exclusion probability (second parent):             0.8265
Average non-exclusion probability (parent pair):               0.7359
Average non-exclusion probability (identity):                  0.4059
Average non-exclusion probability (sib identity):              0.6281


**** Locus dDocent_Contig_66997_48 ****

Allele  Count    Hets     Homs     Freq  
     1      892      710       91  0.2476
     2     2710      710     1000  0.7524

Number of individuals typed:                                1801
  Heterozygotes:                                             710
  Homozygotes:                                              1091
Number of alleles:                                             2
Observed heterozygosity:                                       0.3942
Expected heterozygosity:                                       0.3727
Polymorphic information content (PIC):                         0.3032
Average non-exclusion probability (first parent):              0.9306
Average non-exclusion probability (second parent):             0.8484
Average non-exclusion probability (parent pair):               0.7621
Average non-exclusion probability (identity):                  0.4630
Average non-exclusion probability (sib identity):              0.6794


**** Locus dDocent_Contig_66997_73 ****

Allele  Count    Hets     Homs     Freq  
     1      893      711       91  0.2479
     2     2709      711      999  0.7521

Number of individuals typed:                                1801
  Heterozygotes:                                             711
  Homozygotes:                                              1090
Number of alleles:                                             2
Observed heterozygosity:                                       0.3948
Expected heterozygosity:                                       0.3730
Polymorphic information content (PIC):                         0.3034
Average non-exclusion probability (first parent):              0.9305
Average non-exclusion probability (second parent):             0.8483
Average non-exclusion probability (parent pair):               0.7620
Average non-exclusion probability (identity):                  0.4628
Average non-exclusion probability (sib identity):              0.6792


**** Locus dDocent_Contig_66997_109 ****

Allele  Count    Hets     Homs     Freq  
     1     2405      833      786  0.6677
     2     1197      833      182  0.3323

Number of individuals typed:                                1801
  Heterozygotes:                                             833
  Homozygotes:                                               968
Number of alleles:                                             2
Observed heterozygosity:                                       0.4625
Expected heterozygosity:                                       0.4439
Polymorphic information content (PIC):                         0.3453
Average non-exclusion probability (first parent):              0.9015
Average non-exclusion probability (second parent):             0.8273
Average non-exclusion probability (parent pair):               0.7369
Average non-exclusion probability (identity):                  0.4079
Average non-exclusion probability (sib identity):              0.6301


**** Locus dDocent_Contig_66997_119 ****

Allele  Count    Hets     Homs     Freq  
     1      843      669       87  0.2340
     2     2759      669     1045  0.7660

Number of individuals typed:                                1801
  Heterozygotes:                                             669
  Homozygotes:                                              1132
Number of alleles:                                             2
Observed heterozygosity:                                       0.3715
Expected heterozygosity:                                       0.3586
Polymorphic information content (PIC):                         0.2943
Average non-exclusion probability (first parent):              0.9357
Average non-exclusion probability (second parent):             0.8529
Average non-exclusion probability (parent pair):               0.7676
Average non-exclusion probability (identity):                  0.4758
Average non-exclusion probability (sib identity):              0.6897


**** Locus dDocent_Contig_67176_93 ****

Allele  Count    Hets     Homs     Freq  
     1     1362      820      271  0.3830
     2     2194      820      687  0.6170

Number of individuals typed:                                1778
  Heterozygotes:                                             820
  Homozygotes:                                               958
Number of alleles:                                             2
Observed heterozygosity:                                       0.4612
Expected heterozygosity:                                       0.4728
Polymorphic information content (PIC):                         0.3609
Average non-exclusion probability (first parent):              0.8883
Average non-exclusion probability (second parent):             0.8195
Average non-exclusion probability (parent pair):               0.7274
Average non-exclusion probability (identity):                  0.3898
Average non-exclusion probability (sib identity):              0.6111


**** Locus dDocent_Contig_67441_14 ****

Allele  Count    Hets     Homs     Freq  
     1     2252     1300      476  0.6204
     2     1378     1300       39  0.3796

Number of individuals typed:                                1815
  Heterozygotes:                                            1300
  Homozygotes:                                               515
Number of alleles:                                             2
Observed heterozygosity:                                       0.7163
Expected heterozygosity:                                       0.4711
Polymorphic information content (PIC):                         0.3601
Average non-exclusion probability (first parent):              0.8891
Average non-exclusion probability (second parent):             0.8200
Average non-exclusion probability (parent pair):               0.7279
Average non-exclusion probability (identity):                  0.3908
Average non-exclusion probability (sib identity):              0.6122


**** Locus dDocent_Contig_67441_37 ****

Allele  Count    Hets     Homs     Freq  
     1     2257     1299      479  0.6218
     2     1373     1299       37  0.3782

Number of individuals typed:                                1815
  Heterozygotes:                                            1299
  Homozygotes:                                               516
Number of alleles:                                             2
Observed heterozygosity:                                       0.7157
Expected heterozygosity:                                       0.4705
Polymorphic information content (PIC):                         0.3597
Average non-exclusion probability (first parent):              0.8894
Average non-exclusion probability (second parent):             0.8201
Average non-exclusion probability (parent pair):               0.7281
Average non-exclusion probability (identity):                  0.3911
Average non-exclusion probability (sib identity):              0.6126


**** Locus dDocent_Contig_67441_65 ****

Allele  Count    Hets     Homs     Freq  
     1     2260     1292      484  0.6226
     2     1370     1292       39  0.3774

Number of individuals typed:                                1815
  Heterozygotes:                                            1292
  Homozygotes:                                               523
Number of alleles:                                             2
Observed heterozygosity:                                       0.7118
Expected heterozygosity:                                       0.4701
Polymorphic information content (PIC):                         0.3595
Average non-exclusion probability (first parent):              0.8896
Average non-exclusion probability (second parent):             0.8202
Average non-exclusion probability (parent pair):               0.7283
Average non-exclusion probability (identity):                  0.3914
Average non-exclusion probability (sib identity):              0.6129


**** Locus dDocent_Contig_67441_83 ****

Allele  Count    Hets     Homs     Freq  
     1     1074      954       60  0.2959
     2     2556      954      801  0.7041

Number of individuals typed:                                1815
  Heterozygotes:                                             954
  Homozygotes:                                               861
Number of alleles:                                             2
Observed heterozygosity:                                       0.5256
Expected heterozygosity:                                       0.4168
Polymorphic information content (PIC):                         0.3299
Average non-exclusion probability (first parent):              0.9132
Average non-exclusion probability (second parent):             0.8351
Average non-exclusion probability (parent pair):               0.7461
Average non-exclusion probability (identity):                  0.4271
Average non-exclusion probability (sib identity):              0.6484


**** Locus dDocent_Contig_67441_90 ****

Allele  Count    Hets     Homs     Freq  
     1     2261     1285      488  0.6229
     2     1369     1285       42  0.3771

Number of individuals typed:                                1815
  Heterozygotes:                                            1285
  Homozygotes:                                               530
Number of alleles:                                             2
Observed heterozygosity:                                       0.7080
Expected heterozygosity:                                       0.4699
Polymorphic information content (PIC):                         0.3594
Average non-exclusion probability (first parent):              0.8896
Average non-exclusion probability (second parent):             0.8203
Average non-exclusion probability (parent pair):               0.7283
Average non-exclusion probability (identity):                  0.3915
Average non-exclusion probability (sib identity):              0.6130


**** Locus dDocent_Contig_67598_20 ****

Allele  Count    Hets     Homs     Freq  
     1     2175      787      694  0.6197
     2     1335      787      274  0.3803

Number of individuals typed:                                1755
  Heterozygotes:                                             787
  Homozygotes:                                               968
Number of alleles:                                             2
Observed heterozygosity:                                       0.4484
Expected heterozygosity:                                       0.4715
Polymorphic information content (PIC):                         0.3603
Average non-exclusion probability (first parent):              0.8889
Average non-exclusion probability (second parent):             0.8199
Average non-exclusion probability (parent pair):               0.7278
Average non-exclusion probability (identity):                  0.3905
Average non-exclusion probability (sib identity):              0.6120


**** Locus dDocent_Contig_67598_25 ****

Allele  Count    Hets     Homs     Freq  
     1     1874      828      523  0.5339
     2     1636      828      404  0.4661

Number of individuals typed:                                1755
  Heterozygotes:                                             828
  Homozygotes:                                               927
Number of alleles:                                             2
Observed heterozygosity:                                       0.4718
Expected heterozygosity:                                       0.4978
Polymorphic information content (PIC):                         0.3738
Average non-exclusion probability (first parent):              0.8761
Average non-exclusion probability (second parent):             0.8131
Average non-exclusion probability (parent pair):               0.7195
Average non-exclusion probability (identity):                  0.3762
Average non-exclusion probability (sib identity):              0.5952


**** Locus dDocent_Contig_67598_65 ****

Allele  Count    Hets     Homs     Freq  
     1     2498      656      921  0.7117
     2     1012      656      178  0.2883

Number of individuals typed:                                1755
  Heterozygotes:                                             656
  Homozygotes:                                              1099
Number of alleles:                                             2
Observed heterozygosity:                                       0.3738
Expected heterozygosity:                                       0.4105
Polymorphic information content (PIC):                         0.3262
Average non-exclusion probability (first parent):              0.9158
Average non-exclusion probability (second parent):             0.8369
Average non-exclusion probability (parent pair):               0.7483
Average non-exclusion probability (identity):                  0.4319
Average non-exclusion probability (sib identity):              0.6528


**** Locus dDocent_Contig_68227_19 ****

Allele  Count    Hets     Homs     Freq  
     1     2633      651      991  0.7536
     2      861      651      105  0.2464

Number of individuals typed:                                1747
  Heterozygotes:                                             651
  Homozygotes:                                              1096
Number of alleles:                                             2
Observed heterozygosity:                                       0.3726
Expected heterozygosity:                                       0.3715
Polymorphic information content (PIC):                         0.3024
Average non-exclusion probability (first parent):              0.9310
Average non-exclusion probability (second parent):             0.8488
Average non-exclusion probability (parent pair):               0.7626
Average non-exclusion probability (identity):                  0.4641
Average non-exclusion probability (sib identity):              0.6803


**** Locus dDocent_Contig_68546_66 ****

Allele  Count    Hets     Homs     Freq  
     1     2704      606     1049  0.7761
     2      780      606       87  0.2239

Number of individuals typed:                                1742
  Heterozygotes:                                             606
  Homozygotes:                                              1136
Number of alleles:                                             2
Observed heterozygosity:                                       0.3479
Expected heterozygosity:                                       0.3476
Polymorphic information content (PIC):                         0.2871
Average non-exclusion probability (first parent):              0.9396
Average non-exclusion probability (second parent):             0.8564
Average non-exclusion probability (parent pair):               0.7720
Average non-exclusion probability (identity):                  0.4861
Average non-exclusion probability (sib identity):              0.6978


**** Locus dDocent_Contig_69148_110 ****

Allele  Count    Hets     Homs     Freq  
     1     1616      816      400  0.4591
     2     1904      816      544  0.5409

Number of individuals typed:                                1760
  Heterozygotes:                                             816
  Homozygotes:                                               944
Number of alleles:                                             2
Observed heterozygosity:                                       0.4636
Expected heterozygosity:                                       0.4968
Polymorphic information content (PIC):                         0.3733
Average non-exclusion probability (first parent):              0.8767
Average non-exclusion probability (second parent):             0.8133
Average non-exclusion probability (parent pair):               0.7198
Average non-exclusion probability (identity):                  0.3767
Average non-exclusion probability (sib identity):              0.5958


**** Locus dDocent_Contig_70051_51 ****

Allele  Count    Hets     Homs     Freq  
     1      980      710      135  0.2771
     2     2556      710      923  0.7229

Number of individuals typed:                                1768
  Heterozygotes:                                             710
  Homozygotes:                                              1058
Number of alleles:                                             2
Observed heterozygosity:                                       0.4016
Expected heterozygosity:                                       0.4008
Polymorphic information content (PIC):                         0.3204
Average non-exclusion probability (first parent):              0.9197
Average non-exclusion probability (second parent):             0.8398
Average non-exclusion probability (parent pair):               0.7518
Average non-exclusion probability (identity):                  0.4395
Average non-exclusion probability (sib identity):              0.6595


**** Locus dDocent_Contig_70051_70 ****

Allele  Count    Hets     Homs     Freq  
     1     2437      787      825  0.6888
     2     1101      787      157  0.3112

Number of individuals typed:                                1769
  Heterozygotes:                                             787
  Homozygotes:                                               982
Number of alleles:                                             2
Observed heterozygosity:                                       0.4449
Expected heterozygosity:                                       0.4288
Polymorphic information content (PIC):                         0.3368
Average non-exclusion probability (first parent):              0.9081
Average non-exclusion probability (second parent):             0.8316
Average non-exclusion probability (parent pair):               0.7419
Average non-exclusion probability (identity):                  0.4183
Average non-exclusion probability (sib identity):              0.6402


**** Locus dDocent_Contig_70051_87 ****

Allele  Count    Hets     Homs     Freq  
     1     2347      813      767  0.6634
     2     1191      813      189  0.3366

Number of individuals typed:                                1769
  Heterozygotes:                                             813
  Homozygotes:                                               956
Number of alleles:                                             2
Observed heterozygosity:                                       0.4596
Expected heterozygosity:                                       0.4467
Polymorphic information content (PIC):                         0.3469
Average non-exclusion probability (first parent):              0.9003
Average non-exclusion probability (second parent):             0.8266
Average non-exclusion probability (parent pair):               0.7359
Average non-exclusion probability (identity):                  0.4060
Average non-exclusion probability (sib identity):              0.6282


**** Locus dDocent_Contig_70200_132 ****

Allele  Count    Hets     Homs     Freq  
     1     2124      866      629  0.5950
     2     1446      866      290  0.4050

Number of individuals typed:                                1785
  Heterozygotes:                                             866
  Homozygotes:                                               919
Number of alleles:                                             2
Observed heterozygosity:                                       0.4852
Expected heterozygosity:                                       0.4821
Polymorphic information content (PIC):                         0.3658
Average non-exclusion probability (first parent):              0.8839
Average non-exclusion probability (second parent):             0.8171
Average non-exclusion probability (parent pair):               0.7244
Average non-exclusion probability (identity):                  0.3845
Average non-exclusion probability (sib identity):              0.6051


**** Locus dDocent_Contig_70427_9 ****

Allele  Count    Hets     Homs     Freq  
     1     1868     1616      126  0.5230
     2     1704     1616       44  0.4770

Number of individuals typed:                                1786
  Heterozygotes:                                            1616
  Homozygotes:                                               170
Number of alleles:                                             2
Observed heterozygosity:                                       0.9048
Expected heterozygosity:                                       0.4991
Polymorphic information content (PIC):                         0.3745
Average non-exclusion probability (first parent):              0.8755
Average non-exclusion probability (second parent):             0.8128
Average non-exclusion probability (parent pair):               0.7191
Average non-exclusion probability (identity):                  0.3755
Average non-exclusion probability (sib identity):              0.5944


**** Locus dDocent_Contig_71359_67 ****

Allele  Count    Hets     Homs     Freq  
     1     2571      733      919  0.7222
     2      989      733      128  0.2778

Number of individuals typed:                                1780
  Heterozygotes:                                             733
  Homozygotes:                                              1047
Number of alleles:                                             2
Observed heterozygosity:                                       0.4118
Expected heterozygosity:                                       0.4014
Polymorphic information content (PIC):                         0.3208
Average non-exclusion probability (first parent):              0.9195
Average non-exclusion probability (second parent):             0.8396
Average non-exclusion probability (parent pair):               0.7515
Average non-exclusion probability (identity):                  0.4390
Average non-exclusion probability (sib identity):              0.6591


**** Locus dDocent_Contig_71541_67 ****

Allele  Count    Hets     Homs     Freq  
     1     1623      867      378  0.4582
     2     1919      867      526  0.5418

Number of individuals typed:                                1771
  Heterozygotes:                                             867
  Homozygotes:                                               904
Number of alleles:                                             2
Observed heterozygosity:                                       0.4896
Expected heterozygosity:                                       0.4966
Polymorphic information content (PIC):                         0.3732
Average non-exclusion probability (first parent):              0.8767
Average non-exclusion probability (second parent):             0.8134
Average non-exclusion probability (parent pair):               0.7198
Average non-exclusion probability (identity):                  0.3768
Average non-exclusion probability (sib identity):              0.5959


**** Locus dDocent_Contig_71594_42 ****

Allele  Count    Hets     Homs     Freq  
     1     1871      897      487  0.5206
     2     1723      897      413  0.4794

Number of individuals typed:                                1797
  Heterozygotes:                                             897
  Homozygotes:                                               900
Number of alleles:                                             2
Observed heterozygosity:                                       0.4992
Expected heterozygosity:                                       0.4993
Polymorphic information content (PIC):                         0.3746
Average non-exclusion probability (first parent):              0.8754
Average non-exclusion probability (second parent):             0.8127
Average non-exclusion probability (parent pair):               0.7190
Average non-exclusion probability (identity):                  0.3754
Average non-exclusion probability (sib identity):              0.5943


**** Locus dDocent_Contig_71657_99 ****

Allele  Count    Hets     Homs     Freq  
     1     1550      878      336  0.4361
     2     2004      878      563  0.5639

Number of individuals typed:                                1777
  Heterozygotes:                                             878
  Homozygotes:                                               899
Number of alleles:                                             2
Observed heterozygosity:                                       0.4941
Expected heterozygosity:                                       0.4920
Polymorphic information content (PIC):                         0.3709
Average non-exclusion probability (first parent):              0.8790
Average non-exclusion probability (second parent):             0.8146
Average non-exclusion probability (parent pair):               0.7213
Average non-exclusion probability (identity):                  0.3792
Average non-exclusion probability (sib identity):              0.5989


**** Locus dDocent_Contig_71657_108 ****

Allele  Count    Hets     Homs     Freq  
     1     1435      847      294  0.4038
     2     2119      847      636  0.5962

Number of individuals typed:                                1777
  Heterozygotes:                                             847
  Homozygotes:                                               930
Number of alleles:                                             2
Observed heterozygosity:                                       0.4766
Expected heterozygosity:                                       0.4816
Polymorphic information content (PIC):                         0.3656
Average non-exclusion probability (first parent):              0.8841
Average non-exclusion probability (second parent):             0.8172
Average non-exclusion probability (parent pair):               0.7246
Average non-exclusion probability (identity):                  0.3848
Average non-exclusion probability (sib identity):              0.6055


**** Locus dDocent_Contig_72271_80 ****

Allele  Count    Hets     Homs     Freq  
     1     2577      665      956  0.7401
     2      905      665      120  0.2599

Number of individuals typed:                                1741
  Heterozygotes:                                             665
  Homozygotes:                                              1076
Number of alleles:                                             2
Observed heterozygosity:                                       0.3820
Expected heterozygosity:                                       0.3848
Polymorphic information content (PIC):                         0.3107
Average non-exclusion probability (first parent):              0.9260
Average non-exclusion probability (second parent):             0.8446
Average non-exclusion probability (parent pair):               0.7576
Average non-exclusion probability (identity):                  0.4526
Average non-exclusion probability (sib identity):              0.6708
