Cervus 3.0.7 - (c) Copyright Tristan Marshall 1998-2014
Distributed by Field Genetics Ltd - www.fieldgenetics.com
Licensed for non-commercial use only

Allele frequency analysis completed 12/20/2016 4:40:53 PM


**** Summary statistics ****


Locus       k    N        HObs   HExp   PIC    NE-1P  NE-2P  NE-PP  NE-I   NE-SI
Observed heterozygosity:                                       0.4762
Expected heterozygosity:                                       0.4946
Polymorphic information content (PIC):                         0.3722
Average non-exclusion probability (first parent):              0.8778
Average non-exclusion probability (second parent):             0.8139
Average non-exclusion probability (parent pair):               0.7205
Average non-exclusion probability (identity):                  0.3778
Average non-exclusion probability (sib identity):              0.5973


**** Locus dDocent_Contig_52677_24 ****

Allele  Count    Hets     Homs     Freq  
     1     1821      835      493  0.5356
     2     1579      835      372  0.4644

Number of individuals typed:                                1700
  Heterozygotes:                                             835
  Homozygotes:                                               865
Number of alleles:                                             2
Observed heterozygosity:                                       0.4912
Expected heterozygosity:                                       0.4976
Polymorphic information content (PIC):                         0.3737
Average non-exclusion probability (first parent):              0.8763
Average non-exclusion probability (second parent):             0.8131
Average non-exclusion probability (parent pair):               0.7195
Average non-exclusion probability (identity):                  0.3763
Average non-exclusion probability (sib identity):              0.5953


**** Locus dDocent_Contig_52754_36 ****

Allele  Count    Hets     Homs     Freq  
     1     1587      819      384  0.4646
     2     1829      819      505  0.5354

Number of individuals typed:                                1708
  Heterozygotes:                                             819
  Homozygotes:                                               889
Number of alleles:                                             2
Observed heterozygosity:                                       0.4795
Expected heterozygosity:                                       0.4976
Polymorphic information content (PIC):                         0.3737
Average non-exclusion probability (first parent):              0.8763
Average non-exclusion probability (second parent):             0.8131
Average non-exclusion probability (parent pair):               0.7195
Average non-exclusion probability (identity):                  0.3763
Average non-exclusion probability (sib identity):              0.5953


**** Locus dDocent_Contig_52795_52 ****

Allele  Count    Hets     Homs     Freq  
     1     1480      804      338  0.4327
     2     1940      804      568  0.5673

Number of individuals typed:                                1710
  Heterozygotes:                                             804
  Homozygotes:                                               906
Number of alleles:                                             2
Observed heterozygosity:                                       0.4702
Expected heterozygosity:                                       0.4911
Polymorphic information content (PIC):                         0.3704
Average non-exclusion probability (first parent):              0.8795
Average non-exclusion probability (second parent):             0.8148
Average non-exclusion probability (parent pair):               0.7216
Average non-exclusion probability (identity):                  0.3796
Average non-exclusion probability (sib identity):              0.5994


**** Locus dDocent_Contig_53149_14 ****

Allele  Count    Hets     Homs     Freq  
     1     1398      826      286  0.4090
     2     2020      826      597  0.5910

Number of individuals typed:                                1709
  Heterozygotes:                                             826
  Homozygotes:                                               883
Number of alleles:                                             2
Observed heterozygosity:                                       0.4833
Expected heterozygosity:                                       0.4836
Polymorphic information content (PIC):                         0.3666
Average non-exclusion probability (first parent):              0.8831
Average non-exclusion probability (second parent):             0.8167
Average non-exclusion probability (parent pair):               0.7240
Average non-exclusion probability (identity):                  0.3837
Average non-exclusion probability (sib identity):              0.6042


**** Locus dDocent_Contig_53323_92 ****

Allele  Count    Hets     Homs     Freq  
     1     2051      777      637  0.5990
     2     1373      777      298  0.4010

Number of individuals typed:                                1712
  Heterozygotes:                                             777
  Homozygotes:                                               935
Number of alleles:                                             2
Observed heterozygosity:                                       0.4539
Expected heterozygosity:                                       0.4805
Polymorphic information content (PIC):                         0.3650
Average non-exclusion probability (first parent):              0.8846
Average non-exclusion probability (second parent):             0.8175
Average non-exclusion probability (parent pair):               0.7249
Average non-exclusion probability (identity):                  0.3854
Average non-exclusion probability (sib identity):              0.6061


**** Locus dDocent_Contig_53335_33 ****

Allele  Count    Hets     Homs     Freq  
     1     1946      818      564  0.5660
     2     1492      818      337  0.4340

Number of individuals typed:                                1719
  Heterozygotes:                                             818
  Homozygotes:                                               901
Number of alleles:                                             2
Observed heterozygosity:                                       0.4759
Expected heterozygosity:                                       0.4914
Polymorphic information content (PIC):                         0.3706
Average non-exclusion probability (first parent):              0.8793
Average non-exclusion probability (second parent):             0.8147
Average non-exclusion probability (parent pair):               0.7215
Average non-exclusion probability (identity):                  0.3795
Average non-exclusion probability (sib identity):              0.5992


**** Locus dDocent_Contig_53343_127 ****

Allele  Count    Hets     Homs     Freq  
     1     1424      818      303  0.4147
     2     2010      818      596  0.5853

Number of individuals typed:                                1717
  Heterozygotes:                                             818
  Homozygotes:                                               899
Number of alleles:                                             2
Observed heterozygosity:                                       0.4764
Expected heterozygosity:                                       0.4856
Polymorphic information content (PIC):                         0.3676
Average non-exclusion probability (first parent):              0.8822
Average non-exclusion probability (second parent):             0.8162
Average non-exclusion probability (parent pair):               0.7233
Average non-exclusion probability (identity):                  0.3826
Average non-exclusion probability (sib identity):              0.6029


**** Locus dDocent_Contig_53389_9 ****

Allele  Count    Hets     Homs     Freq  
     1     1578      814      382  0.4630
     2     1830      814      508  0.5370

Number of individuals typed:                                1704
  Heterozygotes:                                             814
  Homozygotes:                                               890
Number of alleles:                                             2
Observed heterozygosity:                                       0.4777
Expected heterozygosity:                                       0.4974
Polymorphic information content (PIC):                         0.3736
Average non-exclusion probability (first parent):              0.8764
Average non-exclusion probability (second parent):             0.8132
Average non-exclusion probability (parent pair):               0.7196
Average non-exclusion probability (identity):                  0.3764
Average non-exclusion probability (sib identity):              0.5955


**** Locus dDocent_Contig_53501_43 ****

Allele  Count    Hets     Homs     Freq  
     1     1541      811      365  0.4519
     2     1869      811      529  0.5481

Number of individuals typed:                                1705
  Heterozygotes:                                             811
  Homozygotes:                                               894
Number of alleles:                                             2
Observed heterozygosity:                                       0.4757
Expected heterozygosity:                                       0.4955
Polymorphic information content (PIC):                         0.3727
Average non-exclusion probability (first parent):              0.8773
Average non-exclusion probability (second parent):             0.8137
Average non-exclusion probability (parent pair):               0.7202
Average non-exclusion probability (identity):                  0.3773
Average non-exclusion probability (sib identity):              0.5966


**** Locus dDocent_Contig_53918_125 ****

Allele  Count    Hets     Homs     Freq  
     1     1648      860      394  0.4822
     2     1770      860      455  0.5178

Number of individuals typed:                                1709
  Heterozygotes:                                             860
  Homozygotes:                                               849
Number of alleles:                                             2
Observed heterozygosity:                                       0.5032
Expected heterozygosity:                                       0.4995
Polymorphic information content (PIC):                         0.3747
Average non-exclusion probability (first parent):              0.8753
Average non-exclusion probability (second parent):             0.8127
Average non-exclusion probability (parent pair):               0.7189
Average non-exclusion probability (identity):                  0.3753
Average non-exclusion probability (sib identity):              0.5941


**** Locus dDocent_Contig_53971_124 ****

Allele  Count    Hets     Homs     Freq  
     1     1557      825      366  0.4585
     2     1839      825      507  0.5415

Number of individuals typed:                                1698
  Heterozygotes:                                             825
  Homozygotes:                                               873
Number of alleles:                                             2
Observed heterozygosity:                                       0.4859
Expected heterozygosity:                                       0.4967
Polymorphic information content (PIC):                         0.3733
Average non-exclusion probability (first parent):              0.8767
Average non-exclusion probability (second parent):             0.8134
Average non-exclusion probability (parent pair):               0.7198
Average non-exclusion probability (identity):                  0.3767
Average non-exclusion probability (sib identity):              0.5959


**** Locus dDocent_Contig_53994_82 ****

Allele  Count    Hets     Homs     Freq  
     1     1878      838      520  0.5524
     2     1522      838      342  0.4476

Number of individuals typed:                                1700
  Heterozygotes:                                             838
  Homozygotes:                                               862
Number of alleles:                                             2
Observed heterozygosity:                                       0.4929
Expected heterozygosity:                                       0.4947
Polymorphic information content (PIC):                         0.3722
Average non-exclusion probability (first parent):              0.8777
Average non-exclusion probability (second parent):             0.8139
Average non-exclusion probability (parent pair):               0.7205
Average non-exclusion probability (identity):                  0.3778
Average non-exclusion probability (sib identity):              0.5972


**** Locus dDocent_Contig_54230_103 ****

Allele  Count    Hets     Homs     Freq  
     1     1686      790      448  0.4947
     2     1722      790      466  0.5053

Number of individuals typed:                                1704
  Heterozygotes:                                             790
  Homozygotes:                                               914
Number of alleles:                                             2
Observed heterozygosity:                                       0.4636
Expected heterozygosity:                                       0.5001
Polymorphic information content (PIC):                         0.3750
Average non-exclusion probability (first parent):              0.8750
Average non-exclusion probability (second parent):             0.8125
Average non-exclusion probability (parent pair):               0.7188
Average non-exclusion probability (identity):                  0.3750
Average non-exclusion probability (sib identity):              0.5938


**** Locus dDocent_Contig_54301_90 ****

Allele  Count    Hets     Homs     Freq  
     1     1672      838      417  0.4880
     2     1754      838      458  0.5120

Number of individuals typed:                                1713
  Heterozygotes:                                             838
  Homozygotes:                                               875
Number of alleles:                                             2
Observed heterozygosity:                                       0.4892
Expected heterozygosity:                                       0.4999
Polymorphic information content (PIC):                         0.3749
Average non-exclusion probability (first parent):              0.8751
Average non-exclusion probability (second parent):             0.8126
Average non-exclusion probability (parent pair):               0.7188
Average non-exclusion probability (identity):                  0.3751
Average non-exclusion probability (sib identity):              0.5939


**** Locus dDocent_Contig_54512_132 ****

Allele  Count    Hets     Homs     Freq  
     1     1496      822      337  0.4392
     2     1910      822      544  0.5608

Number of individuals typed:                                1703
  Heterozygotes:                                             822
  Homozygotes:                                               881
Number of alleles:                                             2
Observed heterozygosity:                                       0.4827
Expected heterozygosity:                                       0.4928
Polymorphic information content (PIC):                         0.3713
Average non-exclusion probability (first parent):              0.8787
Average non-exclusion probability (second parent):             0.8144
Average non-exclusion probability (parent pair):               0.7211
Average non-exclusion probability (identity):                  0.3788
Average non-exclusion probability (sib identity):              0.5984


**** Locus dDocent_Contig_54533_123 ****

Allele  Count    Hets     Homs     Freq  
     1     1858      828      515  0.5442
     2     1556      828      364  0.4558

Number of individuals typed:                                1707
  Heterozygotes:                                             828
  Homozygotes:                                               879
Number of alleles:                                             2
Observed heterozygosity:                                       0.4851
Expected heterozygosity:                                       0.4962
Polymorphic information content (PIC):                         0.3730
Average non-exclusion probability (first parent):              0.8769
Average non-exclusion probability (second parent):             0.8135
Average non-exclusion probability (parent pair):               0.7200
Average non-exclusion probability (identity):                  0.3770
Average non-exclusion probability (sib identity):              0.5962


**** Locus dDocent_Contig_54832_94 ****

Allele  Count    Hets     Homs     Freq  
     1     1852      772      540  0.5362
     2     1602      772      415  0.4638

Number of individuals typed:                                1727
  Heterozygotes:                                             772
  Homozygotes:                                               955
Number of alleles:                                             2
Observed heterozygosity:                                       0.4470
Expected heterozygosity:                                       0.4975
Polymorphic information content (PIC):                         0.3737
Average non-exclusion probability (first parent):              0.8763
Average non-exclusion probability (second parent):             0.8132
Average non-exclusion probability (parent pair):               0.7196
Average non-exclusion probability (identity):                  0.3763
Average non-exclusion probability (sib identity):              0.5954


**** Locus dDocent_Contig_54938_24 ****

Allele  Count    Hets     Homs     Freq  
     1     1632      832      400  0.4792
     2     1774      832      471  0.5208

Number of individuals typed:                                1703
  Heterozygotes:                                             832
  Homozygotes:                                               871
Number of alleles:                                             2
Observed heterozygosity:                                       0.4885
Expected heterozygosity:                                       0.4993
Polymorphic information content (PIC):                         0.3746
Average non-exclusion probability (first parent):              0.8754
Average non-exclusion probability (second parent):             0.8127
Average non-exclusion probability (parent pair):               0.7190
Average non-exclusion probability (identity):                  0.3754
Average non-exclusion probability (sib identity):              0.5943


**** Locus dDocent_Contig_55188_140 ****

Allele  Count    Hets     Homs     Freq  
     1     1513      803      355  0.4466
     2     1875      803      536  0.5534

Number of individuals typed:                                1694
  Heterozygotes:                                             803
  Homozygotes:                                               891
Number of alleles:                                             2
Observed heterozygosity:                                       0.4740
Expected heterozygosity:                                       0.4944
Polymorphic information content (PIC):                         0.3721
Average non-exclusion probability (first parent):              0.8778
Average non-exclusion probability (second parent):             0.8139
Average non-exclusion probability (parent pair):               0.7205
Average non-exclusion probability (identity):                  0.3779
Average non-exclusion probability (sib identity):              0.5973


**** Locus dDocent_Contig_55323_55 ****

Allele  Count    Hets     Homs     Freq  
     1     1457      843      307  0.4285
     2     1943      843      550  0.5715

Number of individuals typed:                                1700
  Heterozygotes:                                             843
  Homozygotes:                                               857
Number of alleles:                                             2
Observed heterozygosity:                                       0.4959
Expected heterozygosity:                                       0.4899
Polymorphic information content (PIC):                         0.3698
Average non-exclusion probability (first parent):              0.8801
Average non-exclusion probability (second parent):             0.8151
Average non-exclusion probability (parent pair):               0.7220
Average non-exclusion probability (identity):                  0.3803
Average non-exclusion probability (sib identity):              0.6002


**** Locus dDocent_Contig_55539_141 ****

Allele  Count    Hets     Homs     Freq  
     1     1417      787      315  0.4170
     2     1981      787      597  0.5830

Number of individuals typed:                                1699
  Heterozygotes:                                             787
  Homozygotes:                                               912
Number of alleles:                                             2
Observed heterozygosity:                                       0.4632
Expected heterozygosity:                                       0.4864
Polymorphic information content (PIC):                         0.3680
Average non-exclusion probability (first parent):              0.8818
Average non-exclusion probability (second parent):             0.8160
Average non-exclusion probability (parent pair):               0.7231
Average non-exclusion probability (identity):                  0.3822
Average non-exclusion probability (sib identity):              0.6024


**** Locus dDocent_Contig_55882_110 ****

Allele  Count    Hets     Homs     Freq  
     1     1613      831      391  0.4733
     2     1795      831      482  0.5267

Number of individuals typed:                                1704
  Heterozygotes:                                             831
  Homozygotes:                                               873
Number of alleles:                                             2
Observed heterozygosity:                                       0.4877
Expected heterozygosity:                                       0.4987
Polymorphic information content (PIC):                         0.3743
Average non-exclusion probability (first parent):              0.8757
Average non-exclusion probability (second parent):             0.8129
Average non-exclusion probability (parent pair):               0.7192
Average non-exclusion probability (identity):                  0.3757
Average non-exclusion probability (sib identity):              0.5946


**** Locus dDocent_Contig_55897_52 ****

Allele  Count    Hets     Homs     Freq  
     1     1398      844      277  0.4107
     2     2006      844      581  0.5893

Number of individuals typed:                                1702
  Heterozygotes:                                             844
  Homozygotes:                                               858
Number of alleles:                                             2
Observed heterozygosity:                                       0.4959
Expected heterozygosity:                                       0.4842
Polymorphic information content (PIC):                         0.3669
Average non-exclusion probability (first parent):              0.8828
Average non-exclusion probability (second parent):             0.8166
Average non-exclusion probability (parent pair):               0.7238
Average non-exclusion probability (identity):                  0.3834
Average non-exclusion probability (sib identity):              0.6038


**** Locus dDocent_Contig_55897_53 ****

Allele  Count    Hets     Homs     Freq  
     1     1401      843      279  0.4113
     2     2005      843      581  0.5887

Number of individuals typed:                                1703
  Heterozygotes:                                             843
  Homozygotes:                                               860
Number of alleles:                                             2
Observed heterozygosity:                                       0.4950
Expected heterozygosity:                                       0.4844
Polymorphic information content (PIC):                         0.3670
Average non-exclusion probability (first parent):              0.8827
Average non-exclusion probability (second parent):             0.8165
Average non-exclusion probability (parent pair):               0.7237
Average non-exclusion probability (identity):                  0.3832
Average non-exclusion probability (sib identity):              0.6037


**** Locus dDocent_Contig_55897_55 ****

Allele  Count    Hets     Homs     Freq  
     1     1405      843      281  0.4123
     2     2003      843      580  0.5877

Number of individuals typed:                                1704
  Heterozygotes:                                             843
  Homozygotes:                                               861
Number of alleles:                                             2
Observed heterozygosity:                                       0.4947
Expected heterozygosity:                                       0.4847
Polymorphic information content (PIC):                         0.3672
Average non-exclusion probability (first parent):              0.8826
Average non-exclusion probability (second parent):             0.8164
Average non-exclusion probability (parent pair):               0.7236
Average non-exclusion probability (identity):                  0.3831
Average non-exclusion probability (sib identity):              0.6035


**** Locus dDocent_Contig_56261_52 ****

Allele  Count    Hets     Homs     Freq  
     1     1980      816      582  0.5779
     2     1446      816      315  0.4221

Number of individuals typed:                                1713
  Heterozygotes:                                             816
  Homozygotes:                                               897
Number of alleles:                                             2
Observed heterozygosity:                                       0.4764
Expected heterozygosity:                                       0.4880
Polymorphic information content (PIC):                         0.3689
Average non-exclusion probability (first parent):              0.8810
Average non-exclusion probability (second parent):             0.8156
Average non-exclusion probability (parent pair):               0.7226
Average non-exclusion probability (identity):                  0.3813
Average non-exclusion probability (sib identity):              0.6014


**** Locus dDocent_Contig_56261_138 ****

Allele  Count    Hets     Homs     Freq  
     1     1947      819      564  0.5683
     2     1479      819      330  0.4317

Number of individuals typed:                                1713
  Heterozygotes:                                             819
  Homozygotes:                                               894
Number of alleles:                                             2
Observed heterozygosity:                                       0.4781
Expected heterozygosity:                                       0.4908
Polymorphic information content (PIC):                         0.3703
Average non-exclusion probability (first parent):              0.8796
Average non-exclusion probability (second parent):             0.8149
Average non-exclusion probability (parent pair):               0.7217
Average non-exclusion probability (identity):                  0.3798
Average non-exclusion probability (sib identity):              0.5996


**** Locus dDocent_Contig_56404_90 ****

Allele  Count    Hets     Homs     Freq  
     1     1753      821      466  0.5135
     2     1661      821      420  0.4865

Number of individuals typed:                                1707
  Heterozygotes:                                             821
  Homozygotes:                                               886
Number of alleles:                                             2
Observed heterozygosity:                                       0.4810
Expected heterozygosity:                                       0.4998
Polymorphic information content (PIC):                         0.3748
Average non-exclusion probability (first parent):              0.8752
Average non-exclusion probability (second parent):             0.8126
Average non-exclusion probability (parent pair):               0.7189
Average non-exclusion probability (identity):                  0.3752
Average non-exclusion probability (sib identity):              0.5940


**** Locus dDocent_Contig_56416_83 ****

Allele  Count    Hets     Homs     Freq  
     1     2002      804      599  0.5892
     2     1396      804      296  0.4108

Number of individuals typed:                                1699
  Heterozygotes:                                             804
  Homozygotes:                                               895
Number of alleles:                                             2
Observed heterozygosity:                                       0.4732
Expected heterozygosity:                                       0.4842
Polymorphic information content (PIC):                         0.3669
Average non-exclusion probability (first parent):              0.8828
Average non-exclusion probability (second parent):             0.8165
Average non-exclusion probability (parent pair):               0.7238
Average non-exclusion probability (identity):                  0.3833
Average non-exclusion probability (sib identity):              0.6038


**** Locus dDocent_Contig_56576_25 ****

Allele  Count    Hets     Homs     Freq  
     1     1897      879      509  0.5524
     2     1537      879      329  0.4476

Number of individuals typed:                                1717
  Heterozygotes:                                             879
  Homozygotes:                                               838
Number of alleles:                                             2
Observed heterozygosity:                                       0.5119
Expected heterozygosity:                                       0.4946
Polymorphic information content (PIC):                         0.3722
Average non-exclusion probability (first parent):              0.8777
Average non-exclusion probability (second parent):             0.8139
Average non-exclusion probability (parent pair):               0.7205
Average non-exclusion probability (identity):                  0.3778
Average non-exclusion probability (sib identity):              0.5972


**** Locus dDocent_Contig_56589_11 ****

Allele  Count    Hets     Homs     Freq  
     1     1804      864      470  0.5281
     2     1612      864      374  0.4719

Number of individuals typed:                                1708
  Heterozygotes:                                             864
  Homozygotes:                                               844
Number of alleles:                                             2
Observed heterozygosity:                                       0.5059
Expected heterozygosity:                                       0.4986
Polymorphic information content (PIC):                         0.3742
Average non-exclusion probability (first parent):              0.8758
Average non-exclusion probability (second parent):             0.8129
Average non-exclusion probability (parent pair):               0.7192
Average non-exclusion probability (identity):                  0.3758
Average non-exclusion probability (sib identity):              0.5947


**** Locus dDocent_Contig_57057_118 ****

Allele  Count    Hets     Homs     Freq  
     1     1447      785      331  0.4226
     2     1977      785      596  0.5774

Number of individuals typed:                                1712
  Heterozygotes:                                             785
  Homozygotes:                                               927
Number of alleles:                                             2
Observed heterozygosity:                                       0.4585
Expected heterozygosity:                                       0.4882
Polymorphic information content (PIC):                         0.3689
Average non-exclusion probability (first parent):              0.8809
Average non-exclusion probability (second parent):             0.8155
Average non-exclusion probability (parent pair):               0.7225
Average non-exclusion probability (identity):                  0.3812
Average non-exclusion probability (sib identity):              0.6013


**** Locus dDocent_Contig_57699_54 ****

Allele  Count    Hets     Homs     Freq  
     1     1900      802      549  0.5595
     2     1496      802      347  0.4405

Number of individuals typed:                                1698
  Heterozygotes:                                             802
  Homozygotes:                                               896
Number of alleles:                                             2
Observed heterozygosity:                                       0.4723
Expected heterozygosity:                                       0.4931
Polymorphic information content (PIC):                         0.3714
Average non-exclusion probability (first parent):              0.8785
Average non-exclusion probability (second parent):             0.8143
Average non-exclusion probability (parent pair):               0.7210
Average non-exclusion probability (identity):                  0.3786
Average non-exclusion probability (sib identity):              0.5982


**** Locus dDocent_Contig_58090_135 ****

Allele  Count    Hets     Homs     Freq  
     1     2006      812      597  0.5928
     2     1378      812      283  0.4072

Number of individuals typed:                                1692
  Heterozygotes:                                             812
  Homozygotes:                                               880
Number of alleles:                                             2
Observed heterozygosity:                                       0.4799
Expected heterozygosity:                                       0.4829
Polymorphic information content (PIC):                         0.3662
Average non-exclusion probability (first parent):              0.8835
Average non-exclusion probability (second parent):             0.8169
Average non-exclusion probability (parent pair):               0.7242
Average non-exclusion probability (identity):                  0.3841
Average non-exclusion probability (sib identity):              0.6046


**** Locus dDocent_Contig_58174_41 ****

Allele  Count    Hets     Homs     Freq  
     1     1457      831      313  0.4285
     2     1943      831      556  0.5715

Number of individuals typed:                                1700
  Heterozygotes:                                             831
  Homozygotes:                                               869
Number of alleles:                                             2
Observed heterozygosity:                                       0.4888
Expected heterozygosity:                                       0.4899
Polymorphic information content (PIC):                         0.3698
Average non-exclusion probability (first parent):              0.8801
Average non-exclusion probability (second parent):             0.8151
Average non-exclusion probability (parent pair):               0.7220
Average non-exclusion probability (identity):                  0.3803
Average non-exclusion probability (sib identity):              0.6002


**** Locus dDocent_Contig_58316_136 ****

Allele  Count    Hets     Homs     Freq  
     1     1451      813      319  0.4235
     2     1975      813      581  0.5765

Number of individuals typed:                                1713
  Heterozygotes:                                             813
  Homozygotes:                                               900
Number of alleles:                                             2
Observed heterozygosity:                                       0.4746
Expected heterozygosity:                                       0.4884
Polymorphic information content (PIC):                         0.3691
Average non-exclusion probability (first parent):              0.8808
Average non-exclusion probability (second parent):             0.8155
Average non-exclusion probability (parent pair):               0.7224
Average non-exclusion probability (identity):                  0.3811
Average non-exclusion probability (sib identity):              0.6011


**** Locus dDocent_Contig_58438_63 ****

Allele  Count    Hets     Homs     Freq  
     1     1719      787      466  0.5056
     2     1681      787      447  0.4944

Number of individuals typed:                                1700
  Heterozygotes:                                             787
  Homozygotes:                                               913
Number of alleles:                                             2
Observed heterozygosity:                                       0.4629
Expected heterozygosity:                                       0.5001
Polymorphic information content (PIC):                         0.3750
Average non-exclusion probability (first parent):              0.8750
Average non-exclusion probability (second parent):             0.8125
Average non-exclusion probability (parent pair):               0.7188
Average non-exclusion probability (identity):                  0.3750
Average non-exclusion probability (sib identity):              0.5938


**** Locus dDocent_Contig_58470_126 ****

Allele  Count    Hets     Homs     Freq  
     1     1592      876      358  0.4650
     2     1832      876      478  0.5350

Number of individuals typed:                                1712
  Heterozygotes:                                             876
  Homozygotes:                                               836
Number of alleles:                                             2
Observed heterozygosity:                                       0.5117
Expected heterozygosity:                                       0.4977
Polymorphic information content (PIC):                         0.3738
Average non-exclusion probability (first parent):              0.8762
Average non-exclusion probability (second parent):             0.8131
Average non-exclusion probability (parent pair):               0.7195
Average non-exclusion probability (identity):                  0.3762
Average non-exclusion probability (sib identity):              0.5953


**** Locus dDocent_Contig_58729_68 ****

Allele  Count    Hets     Homs     Freq  
     1     2080      768      656  0.6100
     2     1330      768      281  0.3900

Number of individuals typed:                                1705
  Heterozygotes:                                             768
  Homozygotes:                                               937
Number of alleles:                                             2
Observed heterozygosity:                                       0.4504
Expected heterozygosity:                                       0.4760
Polymorphic information content (PIC):                         0.3626
Average non-exclusion probability (first parent):              0.8868
Average non-exclusion probability (second parent):             0.8187
Average non-exclusion probability (parent pair):               0.7264
Average non-exclusion probability (identity):                  0.3880
Average non-exclusion probability (sib identity):              0.6091


**** Locus dDocent_Contig_58739_131 ****

Allele  Count    Hets     Homs     Freq  
     1     1502      832      335  0.4410
     2     1904      832      536  0.5590

Number of individuals typed:                                1703
  Heterozygotes:                                             832
  Homozygotes:                                               871
Number of alleles:                                             2
Observed heterozygosity:                                       0.4885
Expected heterozygosity:                                       0.4932
Polymorphic information content (PIC):                         0.3715
Average non-exclusion probability (first parent):              0.8785
Average non-exclusion probability (second parent):             0.8143
Average non-exclusion probability (parent pair):               0.7209
Average non-exclusion probability (identity):                  0.3786
Average non-exclusion probability (sib identity):              0.5981


**** Locus dDocent_Contig_58759_81 ****

Allele  Count    Hets     Homs     Freq  
     1     2064      786      639  0.6032
     2     1358      786      286  0.3968

Number of individuals typed:                                1711
  Heterozygotes:                                             786
  Homozygotes:                                               925
Number of alleles:                                             2
Observed heterozygosity:                                       0.4594
Expected heterozygosity:                                       0.4789
Polymorphic information content (PIC):                         0.3641
Average non-exclusion probability (first parent):              0.8854
Average non-exclusion probability (second parent):             0.8179
Average non-exclusion probability (parent pair):               0.7255
Average non-exclusion probability (identity):                  0.3863
Average non-exclusion probability (sib identity):              0.6072


**** Locus dDocent_Contig_58759_86 ****

Allele  Count    Hets     Homs     Freq  
     1     2068      786      641  0.6043
     2     1354      786      284  0.3957

Number of individuals typed:                                1711
  Heterozygotes:                                             786
  Homozygotes:                                               925
Number of alleles:                                             2
Observed heterozygosity:                                       0.4594
Expected heterozygosity:                                       0.4784
Polymorphic information content (PIC):                         0.3639
Average non-exclusion probability (first parent):              0.8856
Average non-exclusion probability (second parent):             0.8181
Average non-exclusion probability (parent pair):               0.7256
Average non-exclusion probability (identity):                  0.3866
Average non-exclusion probability (sib identity):              0.6075


**** Locus dDocent_Contig_58759_91 ****

Allele  Count    Hets     Homs     Freq  
     1     2069      787      641  0.6046
     2     1353      787      283  0.3954

Number of individuals typed:                                1711
  Heterozygotes:                                             787
  Homozygotes:                                               924
Number of alleles:                                             2
Observed heterozygosity:                                       0.4600
Expected heterozygosity:                                       0.4783
Polymorphic information content (PIC):                         0.3638
Average non-exclusion probability (first parent):              0.8857
Average non-exclusion probability (second parent):             0.8181
Average non-exclusion probability (parent pair):               0.7257
Average non-exclusion probability (identity):                  0.3867
Average non-exclusion probability (sib identity):              0.6076


**** Locus dDocent_Contig_59307_84 ****

Allele  Count    Hets     Homs     Freq  
     1     1954      810      572  0.5744
     2     1448      810      319  0.4256

Number of individuals typed:                                1701
  Heterozygotes:                                             810
  Homozygotes:                                               891
Number of alleles:                                             2
Observed heterozygosity:                                       0.4762
Expected heterozygosity:                                       0.4891
Polymorphic information content (PIC):                         0.3694
Average non-exclusion probability (first parent):              0.8805
Average non-exclusion probability (second parent):             0.8153
Average non-exclusion probability (parent pair):               0.7222
Average non-exclusion probability (identity):                  0.3807
Average non-exclusion probability (sib identity):              0.6007
